Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
50341;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Große Straße 9-11, 13, 15-19, 21-23, 25, 27, 29, 31, 33, 35, 37, 37, 39-41, Nordergraben 30";"Wohn- und Geschäftshäuser Große Straße 9-41";"Wohn- und Geschäftshausgruppe Große Straße 9-41; v.a. 18. u. 19. Jh.; umfänglicher westseitiger Abschnitt der südlichen Großen Straße, in geschlossener Bauweise drei- und viergeschossige Wohn- und Geschäftshäuser mit schlichteren klassizistischen und repräsentativen historisierenden Putzfassaden im Wechsel, im Kern häufig Reste älterer Bebauung, einfachere historische Gewerbe- und Kaufmannshöfe mit rückwärtigen hofbildenden Flügelanbauten und Hinterhäusern";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohn- und Geschäftshaus, nördlicher, südlicher Seitenflügel (Große Straße 9-11); Wohn- und Geschäftshaus, Rückgebäude (Große Straße 13); Wohn- und Geschäftshaus (Große Straße 15-19); Bankhaus (Große Straße 21-23); Wohn- und Geschäftshaus (Große Straße 25); Wohn- und Geschäftshaus, Rückflügel (Große Straße 27); Wohn- und Geschäftshaus, Rückflügel, Seitenflügel (Große Straße 29); Wohn- und Geschäftshaus (Große Straße 31); Kaufmannshof: Vorderhaus, nördlicher, südlicher Seitenflügel (Große Straße 33); Kaufmannshof: Vorderhaus, Rückflügel, erster, zweiter, dritter Seitenflügel (Große Straße 35); Kaufmannshof: Vorderhaus, Rückflügel, erster, zweiter Seitenflügel (Große Straße 37); Wohn- und Geschäftshaus (Große Straße 39-41)";""
50342;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Große Straße 49, 51, 51, 53-55, 57";"Wohn- und Geschäftshäuser Große Straße 49-57";"Wohn- und Geschäftshausgruppe Große Straße 49-57; 2. H. 19. Jh.-A. 20. Jh.; westseitiger Abschnitt der Großen Straße aus vier drei- bis fünfgeschossigen Wohn- und Geschäftshäusern in geschlossener Bauweise mit spätklassizistischen und repräsentativen historisierenden Putzfassaden, rückwärtig zugehörige Flügelanbauten";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohn- und Geschäftshäuser Große Straße 49 (mit Rückflügel), 51 (mit Rückflügel), 53-55, 57";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50342.jpg"
47394;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Große Straße 18, 20, 22, 24, 26, 28, 30, 32, 34, Speicherlinie 26, 28, 30, 34, 34a, 36";"Wohn- und Geschäftshäuser Große Straße 18-34";"Wohn- und Geschäftshausgruppe Große Straße 9-41; v.a. 18. u. 19. Jh.; umfänglicher ostseitiger Abschnitt der Großen Straße, in geschlossener Bauweise drei- und viergeschossige Wohn- und Geschäftshäuser mit schlichteren klassizistischen und repräsentativen historisierenden Putzfassaden im Wechsel, im Kern häufig Reste älterer Bebauung, zumeist historische Kaufmannshöfe mit rückwärtigen hofbildenden Flügelanbauten und Querspeichern";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohn- und Geschäftshaus (Große Straße 18); Kaufmannshof: Vorderhaus, erster Seitenflügel, zweiter Seitenflügel, Querspeicher (Große Straße 20, Speicherlinie 36); Wohn- und Geschäftshaus, Rückflügel (Große Straße 22); Kaufmannshof: Vorderhaus, erster Seitenflügel, zweiter Seitenflügel, Querspeicher, Westindienspeicher (Große Straße 24, Speicherlinie 34, 34a); Kaufmannshof: Vorderhaus, erster Seitenflügel, zweiter Seitenflügel, dritter Seitenflügel (Große Straße 26); Kaufmannshof: Vorderhaus, Rückflügel, Seitenflügel, Quergebäude (Große Straße 28, Speicherlinie 30); Kaufmannshof: Vorderhaus, erster Seitenflügel, zweiter Seitenflügel, dritter Seitenflügel, vierter Seitenflügel, Querspeicher (Große Straße 30, Speicherlinie 28); Kaufmannshof: Vorderhaus, nördlicher Rückflüge, südlicher Rückflügel, erster Seitenflügel, zweiter Seitenflügel, Querspeicher (Große Straße 32, Speicherlinie 26); Kaufmannshof: Vorderhaus, Rückflügel, erster Seitenflügel, zweiter Seitenflügel (Große Straße 34)";""
45130;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Hafendamm 52, 53-54, 55, Unterer Lautrupweg 2, 6, 8";"Mietwohnungshäuser Unterer Lautrupweg 2-8/Hafendamm 52-55";"Mietwohnungshäuser; 1886-1894, Alexander Wilhelm Prale, Maurermeister Ludwig Lüttjohann und P. Petersen; geschlossene repräsentative Baugruppe in Ecklage an der ehemaligen Einmündung des Lautrupbaches in den Hafen, drei- und zweigeschossige Putz- bzw. Gelbsteinbauten mit teils reicher Gliederung";"Geschichtlich, Künstlerisch, Städtebaulich";"Mietwohnungshäuser Hafendamm 52, 53-54, 55, Unterer Lautrupweg 2, 6, 8";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45130.jpg"
49609;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Hafendamm 30, 31, 35, 36, 37, 38, 39, 40, Pilkentafel, St.-Jürgen-Straße 63a";"Wohnhäuser Hafendamm/Pilkentafel/St.-Jürgen-Straße";"Wohnhäuser Hafendamm/Schiffergang/St.-Jürgen-Straße; 18./19. Jh.; Gruppe aus kleinformatigen Wohnhäusern in halboffener und geschlossener Bauweise als überlieferter Rest der historischen Hafenkante in Norder St. Jürgen, schlichte zumeist eingeschossige Backsteinbauten in Hanglage mit pfannengedeckten Satteldächern und schmiedeeisernen Mauerankern, im Schiffergang historisches Katzenkopfpflaster";"Geschichtlich, Städtebaulich";"Wohnhäuser Hafendamm 30, 31, 35, 36, 37, 38, 39 (Hofgebäude), 40; St.-Jürgen-Straße 63a; Pflasterung Pilkentafel";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49609.jpg"
48830;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Hafermarkt 2, 4, Angelburger Straße 78";"Wohn- und Geschäftshäuser Hafermarkt 2-4/Angelburger Straße 78";"Wohn- und Geschäftshausgruppe Hafermarkt 2-4, Angelburger Straße 78; um 1800, E. 19./A. 20. Jh.; geschlossene Reihe aus drei Wohn- und Geschäftshäusern in heterogener Erscheinung, schmales zweigeschossiges Giebelhaus Angelburger Str. 78 mit Satteldach wohl um 1800, Hafermarkt 2 Ende des 19. Jhs. dreigeschossig mit spätklassizistischer Fassadengestaltung, dreigeschossig hoch aufragend Hafermarkt 4 mit gelbem Sichtmauerwerk, reiche historisierende Bauzier um 1900";"Geschichtlich, Städtebaulich";"Wohn- und Geschäftshäuser Hafermarkt 2, 4, Angelburger Straße 78";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48830.jpg"
26879;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Harrisleer Straße 18, 20, 22, Schulgasse 7";"Mietwohnungshäuser Harrisleer Straße 18-22/Schulgasse 7";"Mietwohnungshäuser Harrisleer Straße u.a.; um 1900; Gruppe aus drei- bis viergeschossigen Putzbauten mit reich ornamentierten Fassaden, spätklassizistische- und Neorenaissanceformen, Eckgebäude zur Schulgasse in einfacheren Formen";"Geschichtlich, Künstlerisch, Städtebaulich";"Mietwohnungshäuser Harrisleer Straße 18, 20, 22, Schulgasse 7";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26879.jpg"
36255;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 2, 4, 6, 8, 10, 12, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 47";"Wohnsiedlung Hermann-Löns-Weg";"Wohnsiedlung Hermann-Löns-Weg; Mitte 1930er Jahre u. 1950er Jahre, Architekten Friedrich Tietje, Fritz Höger, Guido Widmann, Erhardt Carstens, Georg Rieve und Karl Bernt; beidseitige Bebauung aus Einfamilienhäusern in offener Bauweise, kleinformatige Giebel- und Traufenhäuser aus rotem Backstein mit schlichter sachlicher Gestaltung, teilw. spätexpressionistische Details, straßenseitig niedrige Einfriedungen aus Bruchsteinmauerwerk";"Geschichtlich, Städtebaulich";"Einfamilienhäuser mit Einfriedung (Hermann-Löns-Weg 2, 4, 6, 8, 10, 12, 14, 18, 20, 22, 24, 25, 26, 27, 28, 30, 32, 34, 35, 36, 38, 39, 41, 43, 45); Einfamilienhäuser (Hermann-Löns-Weg 19, 21, 23, 29, 31, 47); Zweifamilienhäuser mit Einfriedung (Hermann-Löns-Weg 33, 37); Wohnhaus mit Gartenpavillon, Einfriedung (Hermann-Löns-Weg 16)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36255.jpg"
46564;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Holm 2-6, 8, 10, 12, 14, 16, 18, 20, Rathausstraße 15, Südergraben 13, 15";"Wohn- und Geschäftshäuser Holm 2-20/Rathausstraße 15/Südergraben 13-15";"Wohn- und Geschäftshäuser; 1853, spätes 19. Jh.- frühes 20. Jh.; Baureihe von acht drei- bis viergeschossigen Wohn- und Geschäftshäusern mit belebten Putz- und Backsteinfassaden in historisierendem Dekor; zum Südergraben Wohnhäuser auf den Rückgrundstücken";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohn- und Geschäftshäuser Holm 14, 16, 18, 20, Geschäftshäuser Holm 2-6/Rathausstraße 15, Holm 8, Wohnhaus Christiansen Holm 10, Bankgebäude Holm 12, Rückflügel Holm 16, Seitenflügel Holm 18, Wohnhäuser Südergraben 13, 15";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46564.jpg"
50008;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Husumer Straße 2, 4, 6, 8, 10";"Mietwohnungshäuser Husumer Straße 2-10";"Mietshausgruppe Husumer Straße 2-10; 1911-12, Maurermeister Johann Bruhn; geschlossene Reihe aus fünf dreigeschossigen Putzbauten im Reformstil, Fassadengestaltung durch Kastenerker und Zwerchgiebel, einleitend Nr. 2 als Eckgebäude zum Neumarkt";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser Husumer Straße 2, 4, 6, 8, 10";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50008.jpg"
35822;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Johanniskirchhof 8, 9, 10, 11, 12, 13, 14-15, 16";"Wohnhäuser Johanniskirchhof 8-16";"Wohnhäuser Johanniskirchhof 8-16; 18.-19. Jh.; gewachsene Reihe aus acht ein- oder zweigeschossigen Wohnhäusern in nahezu geschlossener Bebauung östlich entlang des Johanniskirchhofes, kleinteilige Giebel- und Traufenhäuser mit schlichter Gestaltung der geschlämmten bzw. verputzten Fassaden.";"Geschichtlich, Städtebaulich, Wissenschaftlich";"Wohnhäuser (Johanniskirchhof Nr. 8, 9, 10, 11, 12, 13, 16), Doppelwohnhaus (Johanniskirchhof Nr. 14-15)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35822.jpg"
48850;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Johannisstraße 32, 34, 36, 38, 40, 42, 46, 48-50, 52, 54, 56, 58";"Wohnhäuser Johannisstraße 32-58";"Wohnhausgruppe Johannisstraße 32-58; 18./19. Jh.; Reihe aus 13 Ein- und Mehrfamilienwohnhäusern in geschlossener und halboffener Bauweise, gewachsene ostseitige Bebauung der Johannisstraße mit heterogener Gestaltung, kleinformatige Giebel- und Traufenhäuser des 18. und beginnenden 19. Jhs. im Wechsel mit dreigeschossigen kaiserzeitlichen Miets- und Geschäftshäusern";"Geschichtlich, Städtebaulich";"Wohn- und Geschäftshäuser (Johannisstraße 32, 34), Wohnhäuser (Johannisstraße 36, 40, 48-50, 52, 54), Mietwohnungshäuser (Johannisstraße 38, 42, 46, 56, 58), Backsteinspeicher (Johannisstraße 38), Hofpflaster (Johannistraße 38), Speicher (Johannistraße 42), Hinterhaus/ehem. Färberei (Johannisstraße 48-50)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48850.jpg"
48858;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Johannisstraße 45, 47, 49, 51, 55, 57, 59";"Wohnhäuser Johannisstraße 45-59";"Wohnhausgruppe Johannisstraße 45-59; 1. Hälfte 19. Jh.; Reihe aus sieben traufständigen Wohnhäusern in nahezu geschlossener Bauweise als Teil der westseitigen Bebauung der Johannisstraße, schlichte Backsteinbauten mit geschlämmten oder verputzten Fassaden in historischer Gliederung";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhäuser Johannisstraße 45, 47, 49, 51, 55, 57, 59";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48858.jpg"
26508;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Johannisstraße 66, 68, 70, 72, 74";"Wohnhäuser Johannisstraße 66-74";"Wohnhausgruppe Johannisstraße 66-74; 18.-A. 19. Jh.; Reihe aus fünf giebel- und traufständigen Wohnhäusern in geschlossener und halboffener Bebauung, historische kleinteilige Struktur der Johannisstraße teilw. noch mit Terrassenvorbauten aus Feldstein";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhäuser Johannisstraße 66, 68, 70, 72, 74 (mit ehem. Werkstattgebäude)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26508.jpg"
48864;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Johannisstraße 82, 84, 86, 88, 90";"Wohnhäuser Johannisstraße 82-90";"Wohnhausgruppe Johannisstraße 82-90; 19. Jh.; Reihe aus fünf zwei- bis dreigeschossigen Backsteinbauten in geschlossener Bebauung, gewachsener heterogener Häuserzug mit zumeist sehr schlichten verputzten oder geschlämmten Fassaden als Teil der ostseitigen Bebauung der Johannisstraße";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser Johannisstraße 82, 84, 86; Wohnhäuser Johannisstraße 88, 90";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48864.jpg"
36763;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Jürgensgaarder Straße 18, 20, 22, 26, 28, Eichenstraße 1";"Mietwohnungshäuser Jürgensgaarder Straße 18-28/Eichenstraße 1";"Mietshausgruppe Jürgensgaarder Straße 18-28/ Eichenstraße 1; 1900-11, P. Petersen, Johs. H. Thiesen; Gruppe aus sechs dreigeschossigen Wohnhäusern in geschlossener Bebauung und vielgestaltiger historistischer Form";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser Eichenstraße 1; Jürgensgaarder Straße 18, 20, 22, 26, 28";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36763.jpg"
48923;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Katharinenstraße 8, 10";"Mietwohnungshäuser Katharinenstraße 8-10";"Mietwohnungshäuser Katharinenstraße 8-10; 1902, Baugeschäft Schwark und Körner; westliche Straßenbebauung Katharinenstraße an der Abzweigung Kleine Sophienstraße, zwei viergeschossige Wohnhäuser mit Pultdach und Anbauten, Putzfassaden, historistischer Dekor";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser Katharinenstraße 8-10";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48923.jpg"
49499;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Knuthstraße 8, 10, 12, 14, 16, 18, Burgplatz 4";"Mietwohnungshäuser Knuthstraße 8-18/Burgplatz 4";"Mietshausgruppe Knuthstraße 8-18/Burgplatz 4; 1890-92; gegenüber der Diakonissenastalt gelegene geschlossene Reihe aus sieben drei- bis viergeschossigen Putzbauten mit historisierender und spätklassizistischer Fassadengestaltung, Gebäude am Burgplatz viergeschossig und mit aufwändigen Neorenaissance-Elementen, südliche Gebäude schlichter";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser mit Treppenhäusern Knuthstraße 8, 10, 12, 14, 16, 18, Wohn- und Geschäftshaus mit Treppenhaus Burgplatz 4";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49499.jpg"
14528;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Lindenallee 1, 3, 5, 7";"Mietwohnungshäuser Lindenallee 1-7";"Wohnhausgruppe Lindenallee 1-7; 1903-1908, Architekt. Heinrich Petersen;  Reihe aus vier viergeschossigen Mietwohnungshäusern in geschlossener Bebauung mit dekorativer Fassadengestaltung, im Süden die Reihe eröffnendes Eckhaus zur Bauer Landstraße mit Erkerturm und abgestumpfter Ecke, nach Norden platzbildende Situation durch Riegelstellung des abschließenden Gebäudes Nr. 5";"Geschichtlich, Künstlerisch, Städtebaulich";"Mietwohnungshäuser Lindenallee 1, 3, 5, 7";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14528.jpg"
35482;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Lindenallee 2, 4";"Wohnhäuser Lindenallee 2-4";"Lindenallee 2-4; 1890er Jahre; Gruppe aus zwei im historisierenden Landhausstil auf abfallendem Gelände errichteten freistehenden Wohnhäusern, das südliche mit zugehörigem ehemaligem Pferdestall mit Remise und Kutscherzimmer sowie Einfriedung.";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus mit ehem. Pferdestall und Remise, Einfriedung (Lindenallee 2); Wohnhaus (Lindenallee 4)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35482.jpg"
49679;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienhölzungsweg 1, 3, 5, 7, 9, 11";"Wohnhäuser Marienhölzungsweg 1-11";"Wohnhäuser Marienhölzungsweg 1-11; 1907, 1910er Jahre u. 1927, Zimmermeister Christian Qualen, Architekten Friedrich Fabian, Hermann Zemter, Guido Widmann; Reihe aus sechs großzügigen Wohnhäusern in offener Bauweise, Nr. 1, 3, 9 und 11 Backsteinbauten mit Elementen des Heimatschutzstils der 1910er Jahre, Putzbauten Nr. 5 im Landhausstil von 1907 sowie Nr. 7 von 1927 im sachlichen Duktus";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhäuser Marienhölzungsweg 1, 3, 5, 7, 9, 11";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49679.jpg"
49704;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienhölzungsweg 27, 29, 31, 33";"Wohnhäuser Marienhölzungsweg 27-33";"Wohnhausgruppe Marienhölzungsweg 27-33; um 1900; Gruppe aus vier großzügigen zweigeschossigen Putz- und Backsteinbauten in offener Bauweise, vielfältige historisierende Gestaltungselemente zumeist im Wechsel von Backstein- und Putzflächen, Nr. 27 als Eckgebäude zur Nerongsallee mit betonter stumpfer Ecke besonders hervorgehoben";"Geschichtlich, Städtebaulich";"Wohnhäuser Marienhölzungsweg 27, 29, 31, 33";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49704.jpg"
49713;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienhölzungsweg 50, 52, 58";"Wohnhäuser Marienhölzungsweg 50-58";"Wohnhausgruppe Marienhölzungsweg 50-58; 1914, 1922, v.a. Max Schlichting; Reihe von drei Einfamilienhäusern in offener Bauweise, zweigeschossige Putzbauten mit Walmdächern, zeittypisch reduzierte Fassadengestaltung";"Geschichtlich, Städtebaulich";"Wohnhäuser Marienhölzungsweg 50, 52, 58";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49713.jpg"
45665;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienhölzungsweg 71, 73, 75, 77, 79, 81, 83";"Villen Marienhölzungsweg 71-83";"Villenbebauung Marienhölzungsweg 71-83; 1925-1934, Architekt G. Rieve, Ehrhardt u. Carstens; Reihung von zweigeschossigen Villen in Gartengrundstücken, Backstein und Putzbauten mit Walmdächern, expressionistische und sachliche Details";"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich";"Villa mit Einfriedung (Marienhölzungsweg 71), Villa (Marienhölzungsweg 73), Villa und Gartenpavillion (Marienhölzungsweg 75), Landhaus und Landhausgarten (Marienhölzungsweg 77), Villa Gross (Marienhölzungsweg 79), Villa  (Marienhölzungsweg 81), Wohnhaus (Marienhölzungsweg 83)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45665.jpg"
26895;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienstraße 1, 3-5, 7, 9, 11, 13, 15, 17, 19";"Wohnhäuser Marienstraße 1-19";"Bebauung Marienstraße 1-19; 17. - 19. Jh.; homogene Baugruppe aus schlichten überwiegend zweigeschossigen Wohnhäusern in Traufstellung, Fachwerkbauten teils mit Kraggeschossen, Fassaden teilweise in geschlämmtem Backstein, in Ecklage zur Großen Straße ehem. Gasthaus 'Porticus 1740' aufwändiger Fachwerkbau 17./18. Jh.";"Geschichtlich, Städtebaulich, Wissenschaftlich";"Gasthaus 'Porticus 1740' (Marienstraße 1); Wohnhäuser Marienstraße 3-5, 7, 9, 11, 13, 15, 17, 19";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26895.jpg"
26896;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienstraße 8, 10, 12, 14";"Wohnhauszeile Marienstraße 8-14";"Wohnhauszeile Marienstraße 8-14; 17. – Anfang 19. Jh.; homogene Baugruppe aus schlichten zweigeschossigen Traufenhäusern mit Satteldächern, Nr. 8 u. 10 Fachwerkbauten mit Kraggeschossen, Nr. 12 u. 14 Backsteinbauten mit schlichten Putzfassaden";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhäuser Marienstraße 8, 10, 12, 14";""
49836;"Mehrheit von baulichen Anlagen";"Stadt Flensburg";"Flensburg, Stadt";"Marienstraße 46, 48, 50, 52";"Baugruppe Marienstraße 46-52";"Baugruppe Marienstraße Nr. 46-52; E. 19. Jh.; geschlossene Gruppe aus vier dreigeschossigen Mietwohnungshäusern, überwiegend breitgelagerte Putzfassaden in spätklassizistischer Gestaltung, einzig Nr. 48 dreiachsig, mit gelbsteinsichtiger Fassade und Hinterhaus";"Geschichtlich, Städtebaulich";"Mietwohnungshäuser (Marienstraße 48, 50, 52), Hinterhaus (Marienstraße 48), Wohn- und Geschäftshaus (Marienstraße 46)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49836.jpg"
